council,year,type,process,tonnage
Falkirk,2011,Used oils,Recovered by co-incineration,0
Falkirk,2011,Used oils,Managed by other methods,0
Falkirk,2011,Used oils,Disposed by incineration,0
Falkirk,2011,Used oils,Landfilled,0
Falkirk,2011,Vegetal wastes,Generated,13248.53
Falkirk,2011,Vegetal wastes,Prepared for reuse,0
Falkirk,2011,Vegetal wastes,Recycled,0
Falkirk,2011,Vegetal wastes,Organics recycled,13229.95
Falkirk,2011,Vegetal wastes,Recovered by incineration,0
Falkirk,2011,Vegetal wastes,Recovered by co-incineration,0
Falkirk,2011,Vegetal wastes,Managed by other methods,0
Falkirk,2011,Vegetal wastes,Disposed by incineration,0
Falkirk,2011,Vegetal wastes,Landfilled,0
Falkirk,2011,Wood wastes,Generated,3355.83
Falkirk,2011,Wood wastes,Prepared for reuse,0
Falkirk,2011,Wood wastes,Recycled,4678.03
Falkirk,2011,Wood wastes,Organics recycled,0
Falkirk,2011,Wood wastes,Recovered by incineration,0
Falkirk,2011,Wood wastes,Recovered by co-incineration,0
Falkirk,2011,Wood wastes,Managed by other methods,0
Falkirk,2011,Wood wastes,Disposed by incineration,0
Falkirk,2011,Wood wastes,Landfilled,0
Falkirk,2011,Subtotal,Generated,78177.04
Falkirk,2011,Subtotal,Prepared for reuse,449.7
Falkirk,2011,Subtotal,Recycled,27527.9
Falkirk,2011,Subtotal,Organics recycled,13229.95
Falkirk,2011,Subtotal,Recovered by incineration,0
Falkirk,2011,Subtotal,Recovered by co-incineration,0
Falkirk,2011,Subtotal,Managed by other methods,0
Falkirk,2011,Subtotal,Disposed by incineration,0
Falkirk,2011,Subtotal,Landfilled,36969.43
Falkirk,2012,Animal and mixed food waste,Generated,915.12
Falkirk,2012,Animal and mixed food waste,Prepared for reuse,0
Falkirk,2012,Animal and mixed food waste,Recycled,0
Falkirk,2012,Animal and mixed food waste,Organics recycled,915.12
Falkirk,2012,Animal and mixed food waste,Recovered by incineration,0
Falkirk,2012,Animal and mixed food waste,Recovered by co-incineration,0
Falkirk,2012,Animal and mixed food waste,Managed by other methods,0
Falkirk,2012,Animal and mixed food waste,Disposed by incineration,0
Falkirk,2012,Animal and mixed food waste,Landfilled,0
Falkirk,2012,Batteries and accumulators wastes,Generated,5.54
Falkirk,2012,Batteries and accumulators wastes,Prepared for reuse,0
Falkirk,2012,Batteries and accumulators wastes,Recycled,5.54
Falkirk,2012,Batteries and accumulators wastes,Organics recycled,0
Falkirk,2012,Batteries and accumulators wastes,Recovered by incineration,0
Falkirk,2012,Batteries and accumulators wastes,Recovered by co-incineration,0
Falkirk,2012,Batteries and accumulators wastes,Managed by other methods,0
Falkirk,2012,Batteries and accumulators wastes,Disposed by incineration,0
Falkirk,2012,Batteries and accumulators wastes,Landfilled,0
Falkirk,2012,Chemical wastes,Generated,10.39
Falkirk,2012,Chemical wastes,Prepared for reuse,0
Falkirk,2012,Chemical wastes,Recycled,10.4
Falkirk,2012,Chemical wastes,Organics recycled,0
Falkirk,2012,Chemical wastes,Recovered by incineration,0
Falkirk,2012,Chemical wastes,Recovered by co-incineration,0
Falkirk,2012,Chemical wastes,Managed by other methods,0
Falkirk,2012,Chemical wastes,Disposed by incineration,0
Falkirk,2012,Chemical wastes,Landfilled,0
Falkirk,2012,Combustion wastes,Generated,0
Falkirk,2012,Combustion wastes,Prepared for reuse,0
Falkirk,2012,Combustion wastes,Recycled,0
Falkirk,2012,Combustion wastes,Organics recycled,0
Falkirk,2012,Combustion wastes,Recovered by incineration,0
Falkirk,2012,Combustion wastes,Recovered by co-incineration,0
Falkirk,2012,Combustion wastes,Managed by other methods,0
Falkirk,2012,Combustion wastes,Disposed by incineration,0
Falkirk,2012,Combustion wastes,Landfilled,623.35
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,1146.1
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,0
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1146.42
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,0
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,0
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,0
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,0
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,0
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Falkirk,2012,Discarded vehicles,Generated,54.77
Falkirk,2012,Discarded vehicles,Prepared for reuse,0
Falkirk,2012,Discarded vehicles,Recycled,54.77
Falkirk,2012,Discarded vehicles,Organics recycled,0
Falkirk,2012,Discarded vehicles,Recovered by incineration,0
Falkirk,2012,Discarded vehicles,Recovered by co-incineration,0
Falkirk,2012,Discarded vehicles,Managed by other methods,0
Falkirk,2012,Discarded vehicles,Disposed by incineration,0
Falkirk,2012,Discarded vehicles,Landfilled,0
Falkirk,2012,Glass wastes,Generated,3374.89
Falkirk,2012,Glass wastes,Prepared for reuse,0
Falkirk,2012,Glass wastes,Recycled,3375.93
Falkirk,2012,Glass wastes,Organics recycled,0
Falkirk,2012,Glass wastes,Recovered by incineration,0
Falkirk,2012,Glass wastes,Recovered by co-incineration,0
Falkirk,2012,Glass wastes,Managed by other methods,0
Falkirk,2012,Glass wastes,Disposed by incineration,0
Falkirk,2012,Glass wastes,Landfilled,0
Falkirk,2012,Health care and biological wastes,Generated,0
Falkirk,2012,Health care and biological wastes,Prepared for reuse,0
Falkirk,2012,Health care and biological wastes,Recycled,0
Falkirk,2012,Health care and biological wastes,Organics recycled,0
Falkirk,2012,Health care and biological wastes,Recovered by incineration,0
Falkirk,2012,Health care and biological wastes,Recovered by co-incineration,0
Falkirk,2012,Health care and biological wastes,Managed by other methods,0
Falkirk,2012,Health care and biological wastes,Disposed by incineration,0
Falkirk,2012,Health care and biological wastes,Landfilled,0
Falkirk,2012,Household and similar wastes,Generated,41975.41
Falkirk,2012,Household and similar wastes,Prepared for reuse,26.03
Falkirk,2012,Household and similar wastes,Recycled,276.47
Falkirk,2012,Household and similar wastes,Organics recycled,0
Falkirk,2012,Household and similar wastes,Recovered by incineration,0
Falkirk,2012,Household and similar wastes,Recovered by co-incineration,0
Falkirk,2012,Household and similar wastes,Managed by other methods,0
Falkirk,2012,Household and similar wastes,Disposed by incineration,1870.03
Falkirk,2012,Household and similar wastes,Landfilled,31638.9
Falkirk,2012,"Metallic wastes, ferrous",Generated,0
Falkirk,2012,"Metallic wastes, ferrous",Prepared for reuse,0
Falkirk,2012,"Metallic wastes, ferrous",Recycled,0
Falkirk,2012,"Metallic wastes, ferrous",Organics recycled,0
Falkirk,2012,"Metallic wastes, ferrous",Recovered by incineration,0
Falkirk,2012,"Metallic wastes, ferrous",Recovered by co-incineration,0
Falkirk,2012,"Metallic wastes, ferrous",Managed by other methods,0
Falkirk,2012,"Metallic wastes, ferrous",Disposed by incineration,0
Falkirk,2012,"Metallic wastes, ferrous",Landfilled,0
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Generated,498.98
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,0
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,1697.31
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,0
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,0
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,0
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,0
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,0
Falkirk,2012,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
Falkirk,2012,"Metallic wastes, non-ferrous",Generated,0
Falkirk,2012,"Metallic wastes, non-ferrous",Prepared for reuse,0
Falkirk,2012,"Metallic wastes, non-ferrous",Recycled,0
Falkirk,2012,"Metallic wastes, non-ferrous",Organics recycled,0
Falkirk,2012,"Metallic wastes, non-ferrous",Recovered by incineration,0
Falkirk,2012,"Metallic wastes, non-ferrous",Recovered by co-incineration,0
Falkirk,2012,"Metallic wastes, non-ferrous",Managed by other methods,0
Falkirk,2012,"Metallic wastes, non-ferrous",Disposed by incineration,0
Falkirk,2012,"Metallic wastes, non-ferrous",Landfilled,0
Falkirk,2012,Mineral waste from construction and demolition,Generated,3529.56
Falkirk,2012,Mineral waste from construction and demolition,Prepared for reuse,0
Falkirk,2012,Mineral waste from construction and demolition,Recycled,4341.79
Falkirk,2012,Mineral waste from construction and demolition,Organics recycled,0
Falkirk,2012,Mineral waste from construction and demolition,Recovered by incineration,0
Falkirk,2012,Mineral waste from construction and demolition,Recovered by co-incineration,0
Falkirk,2012,Mineral waste from construction and demolition,Managed by other methods,0
Falkirk,2012,Mineral waste from construction and demolition,Disposed by incineration,0
Falkirk,2012,Mineral waste from construction and demolition,Landfilled,0
Falkirk,2012,Mixed and undifferentiated materials,Generated,6541.06
Falkirk,2012,Mixed and undifferentiated materials,Prepared for reuse,0
Falkirk,2012,Mixed and undifferentiated materials,Recycled,613.87
Falkirk,2012,Mixed and undifferentiated materials,Organics recycled,0
Falkirk,2012,Mixed and undifferentiated materials,Recovered by incineration,0
Falkirk,2012,Mixed and undifferentiated materials,Recovered by co-incineration,0
Falkirk,2012,Mixed and undifferentiated materials,Managed by other methods,0
Falkirk,2012,Mixed and undifferentiated materials,Disposed by incineration,0
Falkirk,2012,Mixed and undifferentiated materials,Landfilled,0
Falkirk,2012,Paper and cardboard wastes,Generated,498.2
Falkirk,2012,Paper and cardboard wastes,Prepared for reuse,0
Falkirk,2012,Paper and cardboard wastes,Recycled,9286.7
Falkirk,2012,Paper and cardboard wastes,Organics recycled,0
Falkirk,2012,Paper and cardboard wastes,Recovered by incineration,0
Falkirk,2012,Paper and cardboard wastes,Recovered by co-incineration,0
Falkirk,2012,Paper and cardboard wastes,Managed by other methods,0
Falkirk,2012,Paper and cardboard wastes,Disposed by incineration,0
Falkirk,2012,Paper and cardboard wastes,Landfilled,0
Falkirk,2012,Plastic wastes,Generated,247.2
Falkirk,2012,Plastic wastes,Prepared for reuse,0
Falkirk,2012,Plastic wastes,Recycled,1884.3
Falkirk,2012,Plastic wastes,Organics recycled,0
Falkirk,2012,Plastic wastes,Recovered by incineration,0
Falkirk,2012,Plastic wastes,Recovered by co-incineration,0
Falkirk,2012,Plastic wastes,Managed by other methods,0
Falkirk,2012,Plastic wastes,Disposed by incineration,0
Falkirk,2012,Plastic wastes,Landfilled,0
Falkirk,2012,Rubber wastes,Generated,65.15
Falkirk,2012,Rubber wastes,Prepared for reuse,0
Falkirk,2012,Rubber wastes,Recycled,65.15
Falkirk,2012,Rubber wastes,Organics recycled,0
Falkirk,2012,Rubber wastes,Recovered by incineration,0
Falkirk,2012,Rubber wastes,Recovered by co-incineration,0
Falkirk,2012,Rubber wastes,Managed by other methods,0
Falkirk,2012,Rubber wastes,Disposed by incineration,0
Falkirk,2012,Rubber wastes,Landfilled,0
Falkirk,2012,Soils,Generated,0
Falkirk,2012,Soils,Prepared for reuse,0
Falkirk,2012,Soils,Recycled,62.28
Falkirk,2012,Soils,Organics recycled,0
Falkirk,2012,Soils,Recovered by incineration,0
Falkirk,2012,Soils,Recovered by co-incineration,0
Falkirk,2012,Soils,Managed by other methods,0
Falkirk,2012,Soils,Disposed by incineration,0
Falkirk,2012,Soils,Landfilled,0
Falkirk,2012,Textile wastes,Generated,419.08
Falkirk,2012,Textile wastes,Prepared for reuse,37.36
Falkirk,2012,Textile wastes,Recycled,379.85
Falkirk,2012,Textile wastes,Organics recycled,0
Falkirk,2012,Textile wastes,Recovered by incineration,0
Falkirk,2012,Textile wastes,Recovered by co-incineration,0
Falkirk,2012,Textile wastes,Managed by other methods,0
Falkirk,2012,Textile wastes,Disposed by incineration,0
Falkirk,2012,Textile wastes,Landfilled,0
Falkirk,2012,Used oils,Generated,9.4
Falkirk,2012,Used oils,Prepared for reuse,0
Falkirk,2012,Used oils,Recycled,9.4
Falkirk,2012,Used oils,Organics recycled,0
Falkirk,2012,Used oils,Recovered by incineration,0
Falkirk,2012,Used oils,Recovered by co-incineration,0
Falkirk,2012,Used oils,Managed by other methods,0
Falkirk,2012,Used oils,Disposed by incineration,0
Falkirk,2012,Used oils,Landfilled,0
Falkirk,2012,Vegetal wastes,Generated,13057.96
Falkirk,2012,Vegetal wastes,Prepared for reuse,0
Falkirk,2012,Vegetal wastes,Recycled,0
Falkirk,2012,Vegetal wastes,Organics recycled,13057.96
Falkirk,2012,Vegetal wastes,Recovered by incineration,0
Falkirk,2012,Vegetal wastes,Recovered by co-incineration,0
Falkirk,2012,Vegetal wastes,Managed by other methods,0
Falkirk,2012,Vegetal wastes,Disposed by incineration,0
Falkirk,2012,Vegetal wastes,Landfilled,0
Falkirk,2012,Wood wastes,Generated,3762.02
Falkirk,2012,Wood wastes,Prepared for reuse,0
Falkirk,2012,Wood wastes,Recycled,4731.9
Falkirk,2012,Wood wastes,Organics recycled,0
Falkirk,2012,Wood wastes,Recovered by incineration,0
Falkirk,2012,Wood wastes,Recovered by co-incineration,0
Falkirk,2012,Wood wastes,Managed by other methods,0
Falkirk,2012,Wood wastes,Disposed by incineration,0
Falkirk,2012,Wood wastes,Landfilled,0
Falkirk,2012,Subtotal,Generated,76110.83
Falkirk,2012,Subtotal,Prepared for reuse,63.39
Falkirk,2012,Subtotal,Recycled,27942.08
Falkirk,2012,Subtotal,Organics recycled,13973.08
Falkirk,2012,Subtotal,Recovered by incineration,0
Falkirk,2012,Subtotal,Recovered by co-incineration,0
Falkirk,2012,Subtotal,Managed by other methods,0
Falkirk,2012,Subtotal,Disposed by incineration,1870.03
Falkirk,2012,Subtotal,Landfilled,32262.25
Falkirk,2013,Animal and mixed food waste,Generated,2235.06
Falkirk,2013,Animal and mixed food waste,Prepared for reuse,
Falkirk,2013,Animal and mixed food waste,Recycled,
Falkirk,2013,Animal and mixed food waste,Organics recycled,691.4
Falkirk,2013,Animal and mixed food waste,Recovered by incineration,
Falkirk,2013,Animal and mixed food waste,Recovered by co-incineration,
Falkirk,2013,Animal and mixed food waste,Managed by other methods,
Falkirk,2013,Animal and mixed food waste,Disposed by incineration,
Falkirk,2013,Animal and mixed food waste,Landfilled,85.76
Falkirk,2013,Batteries and accumulators wastes,Generated,1.98
Falkirk,2013,Batteries and accumulators wastes,Prepared for reuse,
Falkirk,2013,Batteries and accumulators wastes,Recycled,1.98
Falkirk,2013,Batteries and accumulators wastes,Organics recycled,
Falkirk,2013,Batteries and accumulators wastes,Recovered by incineration,
Falkirk,2013,Batteries and accumulators wastes,Recovered by co-incineration,
Falkirk,2013,Batteries and accumulators wastes,Managed by other methods,
Falkirk,2013,Batteries and accumulators wastes,Disposed by incineration,
Falkirk,2013,Batteries and accumulators wastes,Landfilled,
Falkirk,2013,Chemical wastes,Generated,12.47
Falkirk,2013,Chemical wastes,Prepared for reuse,8.27
Falkirk,2013,Chemical wastes,Recycled,4.2
Falkirk,2013,Chemical wastes,Organics recycled,
Falkirk,2013,Chemical wastes,Recovered by incineration,
Falkirk,2013,Chemical wastes,Recovered by co-incineration,
Falkirk,2013,Chemical wastes,Managed by other methods,
